id,full_name,root_name,meta_suffix
2510,Spirit Stag Spawner Block,Spirit Stag Spawner Block,
2511,Spirit Gorilla Spawner Block,Spirit Gorilla Spawner Block,
2512,Fertilised Soil,Fertilised Soil,
2513,_Grant Wool Top Left,_Grant Wool Top Left,
2514,_Grant Wool Top Left|meta|rot2,_Grant Wool Top Left,meta|rot2
2515,_Grant Wool Top Left|meta|rot3,_Grant Wool Top Left,meta|rot3
2516,_Grant Wool Top Left|meta|rot4,_Grant Wool Top Left,meta|rot4
2517,_Grant Wool Top Right,_Grant Wool Top Right,
2518,_Grant Wool Top Right|meta|rot2,_Grant Wool Top Right,meta|rot2
2519,_Grant Wool Top Right|meta|rot3,_Grant Wool Top Right,meta|rot3
2520,_Grant Wool Top Right|meta|rot4,_Grant Wool Top Right,meta|rot4
2521,Grant Wool,Grant Wool,
2522,Grant Wool|meta|rot2,Grant Wool,meta|rot2
2523,Grant Wool|meta|rot3,Grant Wool,meta|rot3
2524,Grant Wool|meta|rot4,Grant Wool,meta|rot4
2525,_Grant Wool Bottom Right,_Grant Wool Bottom Right,
2526,_Grant Wool Bottom Right|meta|rot2,_Grant Wool Bottom Right,meta|rot2
2527,_Grant Wool Bottom Right|meta|rot3,_Grant Wool Bottom Right,meta|rot3
2528,_Grant Wool Bottom Right|meta|rot4,_Grant Wool Bottom Right,meta|rot4
2529,_Stampede Top Left,_Stampede Top Left,
2530,_Stampede Top Left|meta|rot2,_Stampede Top Left,meta|rot2
2531,_Stampede Top Left|meta|rot3,_Stampede Top Left,meta|rot3
2532,_Stampede Top Left|meta|rot4,_Stampede Top Left,meta|rot4
2533,_Stampede Top Right,_Stampede Top Right,
2534,_Stampede Top Right|meta|rot2,_Stampede Top Right,meta|rot2
2535,_Stampede Top Right|meta|rot3,_Stampede Top Right,meta|rot3
2536,_Stampede Top Right|meta|rot4,_Stampede Top Right,meta|rot4
2537,Stampede,Stampede,
2538,Stampede|meta|rot2,Stampede,meta|rot2
2539,Stampede|meta|rot3,Stampede,meta|rot3
2540,Stampede|meta|rot4,Stampede,meta|rot4
2541,_Stampede Bottom Right,_Stampede Bottom Right,
2542,_Stampede Bottom Right|meta|rot2,_Stampede Bottom Right,meta|rot2
2543,_Stampede Bottom Right|meta|rot3,_Stampede Bottom Right,meta|rot3
2544,_Stampede Bottom Right|meta|rot4,_Stampede Bottom Right,meta|rot4
2545,_Unforgotten Pig Top Left,_Unforgotten Pig Top Left,
2546,_Unforgotten Pig Top Left|meta|rot2,_Unforgotten Pig Top Left,meta|rot2
2547,_Unforgotten Pig Top Left|meta|rot3,_Unforgotten Pig Top Left,meta|rot3
2548,_Unforgotten Pig Top Left|meta|rot4,_Unforgotten Pig Top Left,meta|rot4
2549,_Unforgotten Pig Top Right,_Unforgotten Pig Top Right,
2550,_Unforgotten Pig Top Right|meta|rot2,_Unforgotten Pig Top Right,meta|rot2
2551,_Unforgotten Pig Top Right|meta|rot3,_Unforgotten Pig Top Right,meta|rot3
2552,_Unforgotten Pig Top Right|meta|rot4,_Unforgotten Pig Top Right,meta|rot4
2553,Unforgotten Pig,Unforgotten Pig,
2554,Unforgotten Pig|meta|rot2,Unforgotten Pig,meta|rot2
2555,Unforgotten Pig|meta|rot3,Unforgotten Pig,meta|rot3
2556,Unforgotten Pig|meta|rot4,Unforgotten Pig,meta|rot4
2557,_Unforgotten Pig Bottom Right,_Unforgotten Pig Bottom Right,
2558,_Unforgotten Pig Bottom Right|meta|rot2,_Unforgotten Pig Bottom Right,meta|rot2
2559,_Unforgotten Pig Bottom Right|meta|rot3,_Unforgotten Pig Bottom Right,meta|rot3
2560,_Unforgotten Pig Bottom Right|meta|rot4,_Unforgotten Pig Bottom Right,meta|rot4
2561,_Sunbathed Gallope Top Left,_Sunbathed Gallope Top Left,
2562,_Sunbathed Gallope Top Left|meta|rot2,_Sunbathed Gallope Top Left,meta|rot2
2563,_Sunbathed Gallope Top Left|meta|rot3,_Sunbathed Gallope Top Left,meta|rot3
2564,_Sunbathed Gallope Top Left|meta|rot4,_Sunbathed Gallope Top Left,meta|rot4
2565,_Sunbathed Gallope Top Right,_Sunbathed Gallope Top Right,
2566,_Sunbathed Gallope Top Right|meta|rot2,_Sunbathed Gallope Top Right,meta|rot2
2567,_Sunbathed Gallope Top Right|meta|rot3,_Sunbathed Gallope Top Right,meta|rot3
2568,_Sunbathed Gallope Top Right|meta|rot4,_Sunbathed Gallope Top Right,meta|rot4
2569,Sunbathed Gallope,Sunbathed Gallope,
2570,Sunbathed Gallope|meta|rot2,Sunbathed Gallope,meta|rot2
2571,Sunbathed Gallope|meta|rot3,Sunbathed Gallope,meta|rot3
2572,Sunbathed Gallope|meta|rot4,Sunbathed Gallope,meta|rot4
2573,_Sunbathed Gallope Bottom Right,_Sunbathed Gallope Bottom Right,
2574,_Sunbathed Gallope Bottom Right|meta|rot2,_Sunbathed Gallope Bottom Right,meta|rot2
2575,_Sunbathed Gallope Bottom Right|meta|rot3,_Sunbathed Gallope Bottom Right,meta|rot3
2576,_Sunbathed Gallope Bottom Right|meta|rot4,_Sunbathed Gallope Bottom Right,meta|rot4
2577,_Dreaming Canine Top Left,_Dreaming Canine Top Left,
2578,_Dreaming Canine Top Left|meta|rot2,_Dreaming Canine Top Left,meta|rot2
2579,_Dreaming Canine Top Left|meta|rot3,_Dreaming Canine Top Left,meta|rot3
2580,_Dreaming Canine Top Left|meta|rot4,_Dreaming Canine Top Left,meta|rot4
2581,_Dreaming Canine Top Right,_Dreaming Canine Top Right,
2582,_Dreaming Canine Top Right|meta|rot2,_Dreaming Canine Top Right,meta|rot2
2583,_Dreaming Canine Top Right|meta|rot3,_Dreaming Canine Top Right,meta|rot3
2584,_Dreaming Canine Top Right|meta|rot4,_Dreaming Canine Top Right,meta|rot4
2585,Dreaming Canine,Dreaming Canine,
2586,Dreaming Canine|meta|rot2,Dreaming Canine,meta|rot2
2587,Dreaming Canine|meta|rot3,Dreaming Canine,meta|rot3
2588,Dreaming Canine|meta|rot4,Dreaming Canine,meta|rot4
2589,_Dreaming Canine Bottom Right,_Dreaming Canine Bottom Right,
2590,_Dreaming Canine Bottom Right|meta|rot2,_Dreaming Canine Bottom Right,meta|rot2
2591,_Dreaming Canine Bottom Right|meta|rot3,_Dreaming Canine Bottom Right,meta|rot3
2592,_Dreaming Canine Bottom Right|meta|rot4,_Dreaming Canine Bottom Right,meta|rot4
2593,_A Doe Through The Green Top Left,_A Doe Through The Green Top Left,
2594,_A Doe Through The Green Top Left|meta|rot2,_A Doe Through The Green Top Left,meta|rot2
2595,_A Doe Through The Green Top Left|meta|rot3,_A Doe Through The Green Top Left,meta|rot3
2596,_A Doe Through The Green Top Left|meta|rot4,_A Doe Through The Green Top Left,meta|rot4
2597,_A Doe Through The Green Top Right,_A Doe Through The Green Top Right,
2598,_A Doe Through The Green Top Right|meta|rot2,_A Doe Through The Green Top Right,meta|rot2
2599,_A Doe Through The Green Top Right|meta|rot3,_A Doe Through The Green Top Right,meta|rot3
2600,_A Doe Through The Green Top Right|meta|rot4,_A Doe Through The Green Top Right,meta|rot4
2601,A Doe Through The Green,A Doe Through The Green,
2602,A Doe Through The Green|meta|rot2,A Doe Through The Green,meta|rot2
2603,A Doe Through The Green|meta|rot3,A Doe Through The Green,meta|rot3
2604,A Doe Through The Green|meta|rot4,A Doe Through The Green,meta|rot4
2605,_A Doe Through The Green Bottom Right,_A Doe Through The Green Bottom Right,
2606,_A Doe Through The Green Bottom Right|meta|rot2,_A Doe Through The Green Bottom Right,meta|rot2
2607,_A Doe Through The Green Bottom Right|meta|rot3,_A Doe Through The Green Bottom Right,meta|rot3
2608,_A Doe Through The Green Bottom Right|meta|rot4,_A Doe Through The Green Bottom Right,meta|rot4
2609,_Whiskers Top Left,_Whiskers Top Left,
2610,_Whiskers Top Left|meta|rot2,_Whiskers Top Left,meta|rot2
2611,_Whiskers Top Left|meta|rot3,_Whiskers Top Left,meta|rot3
2612,_Whiskers Top Left|meta|rot4,_Whiskers Top Left,meta|rot4
2613,_Whiskers Top Right,_Whiskers Top Right,
2614,_Whiskers Top Right|meta|rot2,_Whiskers Top Right,meta|rot2
2615,_Whiskers Top Right|meta|rot3,_Whiskers Top Right,meta|rot3
2616,_Whiskers Top Right|meta|rot4,_Whiskers Top Right,meta|rot4
2617,Whiskers,Whiskers,
2618,Whiskers|meta|rot2,Whiskers,meta|rot2
2619,Whiskers|meta|rot3,Whiskers,meta|rot3
2620,Whiskers|meta|rot4,Whiskers,meta|rot4
2621,_Whiskers Bottom Right,_Whiskers Bottom Right,
2622,_Whiskers Bottom Right|meta|rot2,_Whiskers Bottom Right,meta|rot2
2623,_Whiskers Bottom Right|meta|rot3,_Whiskers Bottom Right,meta|rot3
2624,_Whiskers Bottom Right|meta|rot4,_Whiskers Bottom Right,meta|rot4
2625,Hollow Crate,Hollow Crate,
2626,Draugr Warper Spawner Block,Draugr Warper Spawner Block,
2627,Radar,Radar,
2628,Radar|meta|rot2,Radar,meta|rot2
2629,Radar|meta|rot3,Radar,meta|rot3
2630,Radar|meta|rot4,Radar,meta|rot4
2631,_Radar Back,_Radar Back,
2632,_Radar Back|meta|rot2,_Radar Back,meta|rot2
2633,_Radar Back|meta|rot3,_Radar Back,meta|rot3
2634,_Radar Back|meta|rot4,_Radar Back,meta|rot4
2635,_Radar Dish,_Radar Dish,
2636,_Radar Dish|meta|rot2,_Radar Dish,meta|rot2
2637,_Radar Dish|meta|rot3,_Radar Dish,meta|rot3
2638,_Radar Dish|meta|rot4,_Radar Dish,meta|rot4
2639,Inactive Radar,Inactive Radar,
2640,Inactive Radar|meta|rot2,Inactive Radar,meta|rot2
2641,Inactive Radar|meta|rot3,Inactive Radar,meta|rot3
2642,Inactive Radar|meta|rot4,Inactive Radar,meta|rot4
2643,_Inactive Radar Back,_Inactive Radar Back,
2644,_Inactive Radar Back|meta|rot2,_Inactive Radar Back,meta|rot2
2645,_Inactive Radar Back|meta|rot3,_Inactive Radar Back,meta|rot3
2646,_Inactive Radar Back|meta|rot4,_Inactive Radar Back,meta|rot4
2647,_Inactive Radar Dish,_Inactive Radar Dish,
2648,_Inactive Radar Dish|meta|rot2,_Inactive Radar Dish,meta|rot2
2649,_Inactive Radar Dish|meta|rot3,_Inactive Radar Dish,meta|rot3
2650,_Inactive Radar Dish|meta|rot4,_Inactive Radar Dish,meta|rot4
2651,Active Radar,Active Radar,
2652,Active Radar|meta|rot2,Active Radar,meta|rot2
2653,Active Radar|meta|rot3,Active Radar,meta|rot3
2654,Active Radar|meta|rot4,Active Radar,meta|rot4
2655,_Active Radar Back,_Active Radar Back,
2656,_Active Radar Back|meta|rot2,_Active Radar Back,meta|rot2
2657,_Active Radar Back|meta|rot3,_Active Radar Back,meta|rot3
2658,_Active Radar Back|meta|rot4,_Active Radar Back,meta|rot4
2659,_Active Radar Dish,_Active Radar Dish,
2660,_Active Radar Dish|meta|rot2,_Active Radar Dish,meta|rot2
2661,_Active Radar Dish|meta|rot3,_Active Radar Dish,meta|rot3
2662,_Active Radar Dish|meta|rot4,_Active Radar Dish,meta|rot4
2663,Lucky Block,Lucky Block,
2664,Ultra Lucky Block,Ultra Lucky Block,
2665,Gold Trophy,Gold Trophy,
2666,Gold Trophy|meta|rot2,Gold Trophy,meta|rot2
2667,Gold Trophy|meta|rot3,Gold Trophy,meta|rot3
2668,Gold Trophy|meta|rot4,Gold Trophy,meta|rot4
2669,Small Magenta Pod,Small Magenta Pod,
2670,_Small Magenta Pod Mid,_Small Magenta Pod Mid,
2671,_Small Magenta Pod Top,_Small Magenta Pod Top,
2672,Small Light Gray Pod,Small Light Gray Pod,
2673,_Small Light Gray Pod Mid,_Small Light Gray Pod Mid,
2674,_Small Light Gray Pod Top,_Small Light Gray Pod Top,
2675,Small Red Pod,Small Red Pod,
2676,_Small Red Pod Mid,_Small Red Pod Mid,
2677,_Small Red Pod Top,_Small Red Pod Top,
2678,INTERNAL_MESH_Gold Trophy,INTERNAL_MESH_Gold Trophy,
2679,Frost Wraith Spawner Block,Frost Wraith Spawner Block,
2680,Draugr Reaver Spawner Block,Draugr Reaver Spawner Block,
2681,Small White Pod,Small White Pod,
2682,_Small White Pod Mid,_Small White Pod Mid,
2683,_Small White Pod Top,_Small White Pod Top,
2684,Small Orange Pod,Small Orange Pod,
2685,_Small Orange Pod Mid,_Small Orange Pod Mid,
2686,_Small Orange Pod Top,_Small Orange Pod Top,
2687,Small Light Blue Pod,Small Light Blue Pod,
2688,_Small Light Blue Pod Mid,_Small Light Blue Pod Mid,
2689,_Small Light Blue Pod Top,_Small Light Blue Pod Top,
2690,Small Yellow Pod,Small Yellow Pod,
2691,_Small Yellow Pod Mid,_Small Yellow Pod Mid,
2692,_Small Yellow Pod Top,_Small Yellow Pod Top,
2693,Small Lime Pod,Small Lime Pod,
2694,_Small Lime Pod Mid,_Small Lime Pod Mid,
2695,_Small Lime Pod Top,_Small Lime Pod Top,
2696,Small Pink Pod,Small Pink Pod,
2697,_Small Pink Pod Mid,_Small Pink Pod Mid,
2698,_Small Pink Pod Top,_Small Pink Pod Top,
2699,Small Gray Pod,Small Gray Pod,
2700,_Small Gray Pod Mid,_Small Gray Pod Mid,
2701,_Small Gray Pod Top,_Small Gray Pod Top,
2702,Small Cyan Pod,Small Cyan Pod,
2703,_Small Cyan Pod Mid,_Small Cyan Pod Mid,
2704,_Small Cyan Pod Top,_Small Cyan Pod Top,
2705,Small Purple Pod,Small Purple Pod,
2706,_Small Purple Pod Mid,_Small Purple Pod Mid,
2707,_Small Purple Pod Top,_Small Purple Pod Top,
2708,Small Blue Pod,Small Blue Pod,
2709,_Small Blue Pod Mid,_Small Blue Pod Mid,
2710,_Small Blue Pod Top,_Small Blue Pod Top,
2711,Small Brown Pod,Small Brown Pod,
2712,_Small Brown Pod Mid,_Small Brown Pod Mid,
2713,_Small Brown Pod Top,_Small Brown Pod Top,
2714,Small Green Pod,Small Green Pod,
2715,_Small Green Pod Mid,_Small Green Pod Mid,
2716,_Small Green Pod Top,_Small Green Pod Top,
2717,Small Black Pod,Small Black Pod,
2718,_Small Black Pod Mid,_Small Black Pod Mid,
2719,_Small Black Pod Top,_Small Black Pod Top,
2720,Skull Banner,Skull Banner,
2721,Skull Banner|meta|rot2|bot,Skull Banner,meta|rot2|bot
2722,Skull Banner|meta|rot3|bot,Skull Banner,meta|rot3|bot
2723,Skull Banner|meta|rot4|bot,Skull Banner,meta|rot4|bot
2724,_Skull Banner Flag,_Skull Banner Flag,
2725,_Skull Banner Flag|meta|rot2|top,_Skull Banner Flag,meta|rot2|top
2726,_Skull Banner Flag|meta|rot3|top,_Skull Banner Flag,meta|rot3|top
2727,_Skull Banner Flag|meta|rot4|top,_Skull Banner Flag,meta|rot4|top
2728,_Skull Banner Flag|meta|rot1|side,_Skull Banner Flag,meta|rot1|side
2729,_Skull Banner Flag|meta|rot2|side,_Skull Banner Flag,meta|rot2|side
2730,_Skull Banner Flag|meta|rot3|side,_Skull Banner Flag,meta|rot3|side
2731,_Skull Banner Flag|meta|rot4|side,_Skull Banner Flag,meta|rot4|side
2732,_Skull Banner Flag|meta|rot1|bot,_Skull Banner Flag,meta|rot1|bot
2733,_Skull Banner Flag|meta|rot2|bot,_Skull Banner Flag,meta|rot2|bot
2734,_Skull Banner Flag|meta|rot3|bot,_Skull Banner Flag,meta|rot3|bot
2735,_Skull Banner Flag|meta|rot4|bot,_Skull Banner Flag,meta|rot4|bot
2736,Skull Banner|meta|rot1|top,Skull Banner,meta|rot1|top
2737,Skull Banner|meta|rot2|top,Skull Banner,meta|rot2|top
2738,Skull Banner|meta|rot3|top,Skull Banner,meta|rot3|top
2739,Skull Banner|meta|rot4|top,Skull Banner,meta|rot4|top
2740,Skull Banner|meta|rot1|side,Skull Banner,meta|rot1|side
2741,Skull Banner|meta|rot2|side,Skull Banner,meta|rot2|side
2742,Skull Banner|meta|rot3|side,Skull Banner,meta|rot3|side
2743,Skull Banner|meta|rot4|side,Skull Banner,meta|rot4|side
2744,Rainbow Banner,Rainbow Banner,
2745,Rainbow Banner|meta|rot2|bot,Rainbow Banner,meta|rot2|bot
2746,Rainbow Banner|meta|rot3|bot,Rainbow Banner,meta|rot3|bot
2747,Rainbow Banner|meta|rot4|bot,Rainbow Banner,meta|rot4|bot
2748,_Rainbow Banner Flag,_Rainbow Banner Flag,
2749,_Rainbow Banner Flag|meta|rot2|top,_Rainbow Banner Flag,meta|rot2|top
2750,_Rainbow Banner Flag|meta|rot3|top,_Rainbow Banner Flag,meta|rot3|top
2751,_Rainbow Banner Flag|meta|rot4|top,_Rainbow Banner Flag,meta|rot4|top
2752,_Rainbow Banner Flag|meta|rot1|side,_Rainbow Banner Flag,meta|rot1|side
2753,_Rainbow Banner Flag|meta|rot2|side,_Rainbow Banner Flag,meta|rot2|side
2754,_Rainbow Banner Flag|meta|rot3|side,_Rainbow Banner Flag,meta|rot3|side
2755,_Rainbow Banner Flag|meta|rot4|side,_Rainbow Banner Flag,meta|rot4|side
2756,_Rainbow Banner Flag|meta|rot1|bot,_Rainbow Banner Flag,meta|rot1|bot
2757,_Rainbow Banner Flag|meta|rot2|bot,_Rainbow Banner Flag,meta|rot2|bot
2758,_Rainbow Banner Flag|meta|rot3|bot,_Rainbow Banner Flag,meta|rot3|bot
2759,_Rainbow Banner Flag|meta|rot4|bot,_Rainbow Banner Flag,meta|rot4|bot
2760,Rainbow Banner|meta|rot1|top,Rainbow Banner,meta|rot1|top
2761,Rainbow Banner|meta|rot2|top,Rainbow Banner,meta|rot2|top
2762,Rainbow Banner|meta|rot3|top,Rainbow Banner,meta|rot3|top
2763,Rainbow Banner|meta|rot4|top,Rainbow Banner,meta|rot4|top
2764,Rainbow Banner|meta|rot1|side,Rainbow Banner,meta|rot1|side
2765,Rainbow Banner|meta|rot2|side,Rainbow Banner,meta|rot2|side
2766,Rainbow Banner|meta|rot3|side,Rainbow Banner,meta|rot3|side
2767,Rainbow Banner|meta|rot4|side,Rainbow Banner,meta|rot4|side
2768,Duo Blocchino Statue,Duo Blocchino Statue,
2769,Bebek Bebek Bebek Statue,Bebek Bebek Bebek Statue,
2770,Bobino Musculino Statue,Bobino Musculino Statue,
2771,Bobzilla Statue,Bobzilla Statue,
2772,Brra Brra Pachim Statue,Brra Brra Pachim Statue,
2773,Capitano Explovissimo Statue,Capitano Explovissimo Statue,
2774,Cappuccino Ninjino Statue,Cappuccino Ninjino Statue,
2775,Chimpanzano Bananano Statue,Chimpanzano Bananano Statue,
2776,Il Wizardini Del Porko Statue,Il Wizardini Del Porko Statue,
2777,Lucchia Blocchi Statue,Lucchia Blocchi Statue,
2778,Monsieur Bedwar Statue,Monsieur Bedwar Statue,
2779,Twirlina Cappucina Statue,Twirlina Cappucina Statue,
2780,Weapon Lucky Block,Weapon Lucky Block,
2781,Boiling Pot,Boiling Pot,
2782,Chopping Board,Chopping Board,
2783,Frying Pan,Frying Pan,
2784,Hob Boiling,Hob Boiling,
2785,Hob Frying,Hob Frying,
2786,Kitchen Worktop,Kitchen Worktop,
2787,Slicing Board,Slicing Board,
2788,Wood Trophy,Wood Trophy,
2789,Wood Trophy|meta|rot2,Wood Trophy,meta|rot2
2790,Wood Trophy|meta|rot3,Wood Trophy,meta|rot3
2791,Wood Trophy|meta|rot4,Wood Trophy,meta|rot4
2792,INTERNAL_MESH_Wood Trophy,INTERNAL_MESH_Wood Trophy,
2793,Stone Trophy,Stone Trophy,
2794,Stone Trophy|meta|rot2,Stone Trophy,meta|rot2
2795,Stone Trophy|meta|rot3,Stone Trophy,meta|rot3
2796,Stone Trophy|meta|rot4,Stone Trophy,meta|rot4
2797,INTERNAL_MESH_Stone Trophy,INTERNAL_MESH_Stone Trophy,
2798,Iron Trophy,Iron Trophy,
2799,Iron Trophy|meta|rot2,Iron Trophy,meta|rot2
2800,Iron Trophy|meta|rot3,Iron Trophy,meta|rot3
2801,Iron Trophy|meta|rot4,Iron Trophy,meta|rot4
2802,INTERNAL_MESH_Iron Trophy,INTERNAL_MESH_Iron Trophy,
2803,Diamond Trophy,Diamond Trophy,
2804,Diamond Trophy|meta|rot2,Diamond Trophy,meta|rot2
2805,Diamond Trophy|meta|rot3,Diamond Trophy,meta|rot3
2806,Diamond Trophy|meta|rot4,Diamond Trophy,meta|rot4
2807,INTERNAL_MESH_Diamond Trophy,INTERNAL_MESH_Diamond Trophy,
2808,Moonstone Trophy,Moonstone Trophy,
2809,Moonstone Trophy|meta|rot2,Moonstone Trophy,meta|rot2
2810,Moonstone Trophy|meta|rot3,Moonstone Trophy,meta|rot3
2811,Moonstone Trophy|meta|rot4,Moonstone Trophy,meta|rot4
2812,INTERNAL_MESH_Moonstone Trophy,INTERNAL_MESH_Moonstone Trophy,
2813,Black Wave,Black Wave,
2814,Blue Wave,Blue Wave,
2815,Brown Wave,Brown Wave,
2816,Cyan Wave,Cyan Wave,
2817,Green Wave,Green Wave,
2818,Grey Wave,Grey Wave,
2819,Light Blue Wave,Light Blue Wave,
2820,Light Grey Wave,Light Grey Wave,
2821,Lime Wave,Lime Wave,
2822,Magenta Wave,Magenta Wave,
2823,Orange Wave,Orange Wave,
2824,Pink Wave,Pink Wave,
2825,Purple Wave,Purple Wave,
2826,Red Wave,Red Wave,
2827,White Wave,White Wave,
2828,Yellow Wave,Yellow Wave,
2829,White Directional Arrow,White Directional Arrow,
2830,White Directional Arrow|meta|rot2,White Directional Arrow,meta|rot2
2831,White Directional Arrow|meta|rot3,White Directional Arrow,meta|rot3
2832,White Directional Arrow|meta|rot4,White Directional Arrow,meta|rot4
2833,Orange Directional Arrow,Orange Directional Arrow,
2834,Orange Directional Arrow|meta|rot2,Orange Directional Arrow,meta|rot2
2835,Orange Directional Arrow|meta|rot3,Orange Directional Arrow,meta|rot3
2836,Orange Directional Arrow|meta|rot4,Orange Directional Arrow,meta|rot4
2837,Magenta Directional Arrow,Magenta Directional Arrow,
2838,Magenta Directional Arrow|meta|rot2,Magenta Directional Arrow,meta|rot2
2839,Magenta Directional Arrow|meta|rot3,Magenta Directional Arrow,meta|rot3
2840,Magenta Directional Arrow|meta|rot4,Magenta Directional Arrow,meta|rot4
2841,Light Blue Directional Arrow,Light Blue Directional Arrow,
2842,Light Blue Directional Arrow|meta|rot2,Light Blue Directional Arrow,meta|rot2
2843,Light Blue Directional Arrow|meta|rot3,Light Blue Directional Arrow,meta|rot3
2844,Light Blue Directional Arrow|meta|rot4,Light Blue Directional Arrow,meta|rot4
2845,Yellow Directional Arrow,Yellow Directional Arrow,
2846,Yellow Directional Arrow|meta|rot2,Yellow Directional Arrow,meta|rot2
2847,Yellow Directional Arrow|meta|rot3,Yellow Directional Arrow,meta|rot3
2848,Yellow Directional Arrow|meta|rot4,Yellow Directional Arrow,meta|rot4
2849,Lime Directional Arrow,Lime Directional Arrow,
2850,Lime Directional Arrow|meta|rot2,Lime Directional Arrow,meta|rot2
2851,Lime Directional Arrow|meta|rot3,Lime Directional Arrow,meta|rot3
2852,Lime Directional Arrow|meta|rot4,Lime Directional Arrow,meta|rot4
2853,Pink Directional Arrow,Pink Directional Arrow,
2854,Pink Directional Arrow|meta|rot2,Pink Directional Arrow,meta|rot2
2855,Pink Directional Arrow|meta|rot3,Pink Directional Arrow,meta|rot3
2856,Pink Directional Arrow|meta|rot4,Pink Directional Arrow,meta|rot4
2857,Grey Directional Arrow,Grey Directional Arrow,
2858,Grey Directional Arrow|meta|rot2,Grey Directional Arrow,meta|rot2
2859,Grey Directional Arrow|meta|rot3,Grey Directional Arrow,meta|rot3
2860,Grey Directional Arrow|meta|rot4,Grey Directional Arrow,meta|rot4
2861,Light Grey Directional Arrow,Light Grey Directional Arrow,
2862,Light Grey Directional Arrow|meta|rot2,Light Grey Directional Arrow,meta|rot2
2863,Light Grey Directional Arrow|meta|rot3,Light Grey Directional Arrow,meta|rot3
2864,Light Grey Directional Arrow|meta|rot4,Light Grey Directional Arrow,meta|rot4
2865,Cyan Directional Arrow,Cyan Directional Arrow,
2866,Cyan Directional Arrow|meta|rot2,Cyan Directional Arrow,meta|rot2
2867,Cyan Directional Arrow|meta|rot3,Cyan Directional Arrow,meta|rot3
2868,Cyan Directional Arrow|meta|rot4,Cyan Directional Arrow,meta|rot4
2869,Purple Directional Arrow,Purple Directional Arrow,
2870,Purple Directional Arrow|meta|rot2,Purple Directional Arrow,meta|rot2
2871,Purple Directional Arrow|meta|rot3,Purple Directional Arrow,meta|rot3
2872,Purple Directional Arrow|meta|rot4,Purple Directional Arrow,meta|rot4
