id,root_name,asset_type,confidence,tex_top,tex_side,tex_bottom,tex_front,tex_all,model_file,fuzzy_2,fuzzy_3,status,final_top,final_side,final_bottom,final_front,final_all,final_model
3412,Mushroom Soup,3d_model,high (exact),,,,,,Mushroom Soup,,,resolved,,,,,,Mushroom Soup
3413,Glowing Soup,texture,low,,,,,,,glowing_mushroom,mushroom_soup,special,,,,,,
3414,Night Vision Soup,texture,low,,,,,,,mushroom_soup,veg_soup,special,,,,,,
3415,Cotton,3d_model,high (exact),,,,,,Cotton,,,resolved,,,,,,Cotton
3416,Gold Crop,texture,low,,,,,,,gold_block,gold_boomerang,special,,,,,,
3417,Bucket,3d_model,high (exact),,,,,,Bucket,,,resolved,,,,,,Bucket
3418,Water Bucket,3d_model,high (exact),,,,,,Water Bucket,,,resolved,,,,,,Water Bucket
3419,Lava Bucket,3d_model,high (exact),,,,,,Lava Bucket,,,resolved,,,,,,Lava Bucket
3420,Boat,3d_model,high (exact),,,,,,Boat,,,resolved,,,,,,Boat
3421,INTERNAL_MESH_Boat,texture,low,,,,,,,oak_boat,obsidian_boat,special,,,,,,
3422,Obsidian Boat,3d_model,high (exact),,,,,,Obsidian Boat,,,resolved,,,,,,Obsidian Boat
3423,INTERNAL_MESH_Obsidian Boat,texture,low,,,,,,,obsidian_boat,obsidian,special,,,,,,
3424,Speedboat,texture,no_match,,,,,,,,,pending,,,,,,
3425,INTERNAL_MESH_Speedboat,texture,no_match,,,,,,,,,pending,,,,,,
3426,Wood Hang Glider,3d_model,high (exact),,,,,,Wood Hang Glider,,,resolved,,,,,,Wood Hang Glider
3427,INTERNAL_MESH_Wood Hang Glider,texture,low,,,,,,,hang_glider,hang_glider_diamond,special,,,,,,
3428,Iron Hang Glider,3d_model,high (exact),,,,,,Iron Hang Glider,,,resolved,,,,,,Iron Hang Glider
3429,INTERNAL_MESH_Iron Hang Glider,texture,low,,,,,,,hang_glider_iron,hang_glider,special,,,,,,
3430,Gold Hang Glider,3d_model,high (exact),,,,,,Gold Hang Glider,,,special,,,,,,
3431,INTERNAL_MESH_Gold Hang Glider,texture,low,,,,,,,hang_glider_gold,hang_glider,special,,,,,,
3432,Diamond Hang Glider,3d_model,high (exact),,,,,,Diamond Hang Glider,,,resolved,,,,,,Diamond Hang Glider
3433,INTERNAL_MESH_Diamond Hang Glider,texture,low,,,,,,,hang_glider_diamond,hang_glider,special,,,,,,
3434,Hovercraft,texture,no_match,,,,,,,,,pending,,,,,,
3435,INTERNAL_MESH_Hovercraft,texture,no_match,,,,,,,,,pending,,,,,,
3436,Yellow Kart,texture,low,,,,,,,banner_yellow,chalk_yellow,special,,,,,,
3437,White Kart,texture,low,,,,,,,banner_white,chalk_white,special,,,,,,
3438,Red Kart,texture,low,,,,,,,banner_red,chalk_red,special,,,,,,
3439,Purple Kart,texture,low,,,,,,,banner_purple,chalk_purple,special,,,,,,
3440,Pink Kart,texture,low,,,,,,,banner_pink,chalk_pink,special,,,,,,
3441,Orange Kart,texture,low,,,,,,,banner_orange,chalk_orange,special,,,,,,
3442,Magenta Kart,texture,low,,,,,,,banner_magenta,chalk_magenta,special,,,,,,
3443,Lime Kart,texture,low,,,,,,,banner_lime,chalk_lime,special,,,,,,
3444,Light Gray Kart,texture,low,,,,,,,banner_light_gray,chalk_light_gray,special,,,,,,
3445,Light Blue Kart,texture,low,,,,,,,banner_light_blue,chalk_light_blue,special,,,,,,
3446,Green Kart,texture,low,,,,,,,banner_green,chalk_green,special,,,,,,
3447,Gray Kart,texture,low,,,,,,,banner_gray,chalk_gray,special,,,,,,
3448,Cyan Kart,texture,low,,,,,,,banner_cyan,chalk_cyan,special,,,,,,
3449,Brown Kart,texture,low,,,,,,,banner_brown,brown_balloon,special,,,,,,
3450,Blue Kart,texture,low,,,,,,,banner_blue,blue_balloon,special,,,,,,
3451,Black Kart,texture,low,,,,,,,banner_black,black_balloon,special,,,,,,
3452,INTERNAL_MESH_Yellow Kart,texture,low,,,,,,,banner_yellow,chalk_yellow,special,,,,,,
3453,INTERNAL_MESH_White Kart,texture,low,,,,,,,banner_white,chalk_white,special,,,,,,
3454,INTERNAL_MESH_Red Kart,texture,low,,,,,,,banner_red,chalk_red,special,,,,,,
3455,INTERNAL_MESH_Purple Kart,texture,low,,,,,,,banner_purple,chalk_purple,special,,,,,,
3456,INTERNAL_MESH_Pink Kart,texture,low,,,,,,,banner_pink,chalk_pink,special,,,,,,
3457,INTERNAL_MESH_Orange Kart,texture,low,,,,,,,banner_orange,chalk_orange,special,,,,,,
3458,INTERNAL_MESH_Magenta Kart,texture,low,,,,,,,banner_magenta,chalk_magenta,special,,,,,,
3459,INTERNAL_MESH_Lime Kart,texture,low,,,,,,,banner_lime,chalk_lime,special,,,,,,
3460,INTERNAL_MESH_Light Gray Kart,texture,low,,,,,,,banner_light_gray,chalk_light_gray,special,,,,,,
3461,INTERNAL_MESH_Light Blue Kart,texture,low,,,,,,,banner_light_blue,chalk_light_blue,special,,,,,,
3462,INTERNAL_MESH_Green Kart,texture,low,,,,,,,banner_green,chalk_green,special,,,,,,
3463,INTERNAL_MESH_Gray Kart,texture,low,,,,,,,banner_gray,chalk_gray,special,,,,,,
3464,INTERNAL_MESH_Cyan Kart,texture,low,,,,,,,banner_cyan,chalk_cyan,special,,,,,,
3465,INTERNAL_MESH_Brown Kart,texture,low,,,,,,,banner_brown,brown_balloon,special,,,,,,
3466,INTERNAL_MESH_Blue Kart,texture,low,,,,,,,banner_blue,blue_balloon,special,,,,,,
3467,INTERNAL_MESH_Black Kart,texture,low,,,,,,,banner_black,black_balloon,special,,,,,,
3468,Off Roader,texture,low,,,,,,,redstone_lamp_off,,special,,,,,,
3469,INTERNAL_MESH_Off Roader,texture,low,,,,,,,redstone_lamp_off,,special,,,,,,
3470,Light Blue Car,texture,low,,,,,,,banner_light_blue,chalk_light_blue,special,,,,,,
3471,INTERNAL_MESH_Car,texture,no_match,,,,,,,,,pending,,,,,,
3472,Snowball,3d_model,high (exact),,,,,,Snowball,,,resolved,,,,,,Snowball
3473,Snowball Launcher,texture,low,,,,,,,snowball,grenade_launcher,special,,,,,,
3474,Pebble,3d_model,high (exact),,,,,,Pebble,,,resolved,,,,,,Pebble
3475,Reinforced Pebble,3d_model,high (exact),,,,,,Reinforced Pebble,,,resolved,,,,,,Reinforced Pebble
3476,Bullet,3d_model,high (exact),,,,,,Bullet,,,resolved,,,,,,Bullet
3477,Ball,3d_model,high (exact),,,,,,Ball,,,resolved,,,,,,Ball
3478,Reinforced Ball,3d_model,high (exact),,,,,,Reinforced Ball,,,resolved,,,,,,Reinforced Ball
3479,Frag Grenade,texture,low,,,,,,,grenade_block,grenade_launcher,special,,,,,,
3480,Mining Grenade,texture,low,,,,,,,grenade_block,grenade_launcher,special,,,,,,
3481,Smoke Grenade,texture,low,,,,,,,grenade_block,grenade_launcher,special,,,,,,
3482,Moonstone Orb,3d_model,high (exact),,,,,,Moonstone Orb,,,resolved,,,,,,Moonstone Orb
3483,Fireball,3d_model,high (exact),,,,,,Fireball,,,resolved,,,,,,Fireball
3484,Bouncy Bomb,3d_model,high (exact),,,,,,Bouncy Bomb,,,resolved,,,,,,Bouncy Bomb
3485,RPG,3d_model,high (exact),,,,,,RPG,,,resolved,,,,,,RPG
3486,Obby RPG,3d_model,high (exact),,,,,,Obby RPG,,,resolved,,,,,,Obby RPG
3487,Super RPG,3d_model,high (exact),,,,,,Super RPG,,,resolved,,,,,,Super RPG
3488,Grenade Launcher,3d_model,high (exact),,,,,,Grenade Launcher,,,resolved,,,,,,Grenade Launcher
3489,Iceball,3d_model,high (exact),,,,,,Iceball,,,resolved,,,,,,Iceball
3490,67 Base Projectile,texture,low,,,,,,,67_projectile_base,67_projectile_boosted,resolved,,67_projectile_base,,,67_projectile_base,
3491,67 Boosted Projectile,texture,low,,,,,,,67_projectile_boosted,67_projectile_base,resolved,,,,,67_projectile_boosted,
3492,Capitano Grenade,texture,low,,,,,,,grenade_block,grenade_launcher,special,,,,,,
3493,Scatter Pellet,texture,no_match,,,,,,,,,pending,,,,,,
3494,Wood Bow,3d_model,high (exact),,,,,,Wood Bow,,,resolved,,,,,,Wood Bow
3498,Stone Bow,3d_model,high (exact),,,,,,Stone Bow,,,resolved,,,,,,Stone Bow
3502,Iron Bow,3d_model,high (exact),,,,,,Iron Bow,,,resolved,,,,,,Iron Bow
3506,Gold Bow,3d_model,high (exact),,,,,,Gold Bow,,,resolved,,,,,,Gold Bow
3510,Diamond Bow,3d_model,high (exact),,,,,,Diamond Bow,,,resolved,,,,,,Diamond Bow
3514,Wood Crossbow,3d_model,high (exact),,,,,,Wood Crossbow,,,resolved,,,,,,Wood Crossbow
3518,Stone Crossbow,3d_model,high (exact),,,,,,Stone Crossbow,,,resolved,,,,,,Stone Crossbow
3522,Iron Crossbow,3d_model,high (exact),,,,,,Iron Crossbow,,,resolved,,,,,,Iron Crossbow
3526,Gold Crossbow,3d_model,high (exact),,,,,,Gold Crossbow,,,resolved,,,,,,Gold Crossbow
3530,Diamond Crossbow,3d_model,high (exact),,,,,,Diamond Crossbow,,,resolved,,,,,,Diamond Crossbow
3534,Wood Crossbow Charged,3d_model,high (exact),,,,,,Wood Crossbow Charged,,,resolved,,,,,,Wood Crossbow Charged
3535,Stone Crossbow Charged,3d_model,high (exact),,,,,,Stone Crossbow Charged,,,resolved,,,,,,Stone Crossbow Charged
3536,Iron Crossbow Charged,3d_model,high (exact),,,,,,Iron Crossbow Charged,,,resolved,,,,,,Iron Crossbow Charged
3537,Gold Crossbow Charged,3d_model,high (exact),,,,,,Gold Crossbow Charged,,,resolved,,,,,,Gold Crossbow Charged
3538,Diamond Crossbow Charged,3d_model,high (exact),,,,,,Diamond Crossbow Charged,,,resolved,,,,,,Diamond Crossbow Charged
3539,Arrow,3d_model,high (exact),,,,,,Arrow,,,resolved,,,,,,Arrow
3540,Compass,3d_model,high (exact),,,,,,Compass,,,resolved,,,,,,Compass
3552,Chunk Map,texture,no_match,,,,,,,,,pending,,,,,,
3553,Bread,3d_model,high (exact),,,,,,Bread,,,resolved,,,,,,Bread
3554,Bowl of Rice,3d_model,high (exact),,,,,,Bowl of Rice,,,resolved,,,,,,Bowl of Rice
3555,Apple,3d_model,high (exact),,,,,,Apple,,,resolved,,,,,,Apple
3556,Plum,3d_model,high (exact),,,,,,Plum,,,resolved,,,,,,Plum
3557,Coconut,3d_model,high (exact),,,,,,Coconut,,,resolved,,,,,,Coconut
3558,Cracked Coconut,3d_model,high (exact),,,,,,Cracked Coconut,,,resolved,,,,,,Cracked Coconut
3559,Pear,3d_model,high (exact),,,,,,Pear,,,resolved,,,,,,Pear
3560,Cherry,3d_model,high (exact),,,,,,Cherry,,,resolved,,,,,,Cherry
3561,Banana,3d_model,high (exact),,,,,,Banana,,,resolved,,,,,,Banana
3562,Watermelon Slice,3d_model,high (exact),,,,,,Watermelon Slice,,,resolved,,,,,,Watermelon Slice
3563,Gold Watermelon Slice,3d_model,high (exact),,,,,,Gold Watermelon Slice,,,resolved,,,,,,Gold Watermelon Slice
3564,Melon Slice,3d_model,high (exact),,,,,,Melon Slice,,,resolved,,,,,,Melon Slice
3565,Gold Melon Slice,3d_model,high (exact),,,,,,Gold Melon Slice,,,resolved,,,,,,Gold Melon Slice
3566,Pumpkin Pie,3d_model,high (exact),,,,,,Pumpkin Pie,,,resolved,,,,,,Pumpkin Pie
3567,Corn,3d_model,high (exact),,,,,,Corn,,,resolved,,,,,,Corn
3568,Cornbread,3d_model,high (exact),,,,,,Cornbread,,,resolved,,,,,,Cornbread
3569,Chili Pepper,3d_model,high (exact),,,,,,Chili Pepper,,,resolved,,,,,,Chili Pepper
3570,Mango,3d_model,high (exact),,,,,,Mango,,,resolved,,,,,,Mango
3571,Carrot,3d_model,high (exact),,,,,,Carrot,,,resolved,,,,,,Carrot
3572,Raw Potato,3d_model,high (exact),,,,,,Raw Potato,,,resolved,,,,,,Raw Potato
3573,Baked Potato,3d_model,high (exact),,,,,,Baked Potato,,,resolved,,,,,,Baked Potato
3574,Beetroot,3d_model,high (exact),,,,,,Beetroot,,,resolved,,,,,,Beetroot
3575,Raw Porkchop,3d_model,high (exact),,,,,,Raw Porkchop,,,resolved,,,,,,Raw Porkchop
3576,Cooked Porkchop,3d_model,high (exact),,,,,,Cooked Porkchop,,,resolved,,,,,,Cooked Porkchop
3577,Raw Beef,3d_model,high (exact),,,,,,Raw Beef,,,resolved,,,,,,Raw Beef
3578,Steak,3d_model,high (exact),,,,,,Steak,,,resolved,,,,,,Steak
3579,Raw Mutton,3d_model,high (exact),,,,,,Raw Mutton,,,resolved,,,,,,Raw Mutton
3580,Cooked Mutton,3d_model,high (exact),,,,,,Cooked Mutton,,,resolved,,,,,,Cooked Mutton
3581,Raw Venison,3d_model,high (exact),,,,,,Raw Venison,,,resolved,,,,,,Raw Venison
3582,Cooked Venison,3d_model,high (exact),,,,,,Cooked Venison,,,resolved,,,,,,Cooked Venison
3583,Rotten Flesh,3d_model,high (exact),,,,,,Rotten Flesh,,,resolved,,,,,,Rotten Flesh
3584,Rotten Brain,3d_model,high (exact),,,,,,Rotten Brain,,,resolved,,,,,,Rotten Brain
3585,Bone,3d_model,high (exact),,,,,,Bone,,,resolved,,,,,,Bone
3586,Bone Meal,3d_model,high (exact),,,,,,Bone Meal,,,resolved,,,,,,Bone Meal
3587,Leather,3d_model,high (exact),,,,,,Leather,,,resolved,,,,,,Leather
3588,Saddle,3d_model,high (exact),,,,,,Saddle,,,resolved,,,,,,Saddle
3589,Spirit Saddle,3d_model,high (exact),,,,,,Spirit Saddle,,,resolved,,,,,,Spirit Saddle
3590,Fur,3d_model,high (exact),,,,,,Fur,,,resolved,,,,,,Fur
3591,Golem Eye,3d_model,high (exact),,,,,,Golem Eye,,,resolved,,,,,,Golem Eye
3592,Knight Heart,3d_model,high (exact),,,,,,Knight Heart,,,resolved,,,,,,Knight Heart
3593,Teleport Heart,texture,low,,,,,,,knight_heart,Pixelated Heart,special,,,,,,
3594,Frost Shard,texture,low,,,,,,,frost_herring,frost_rod,special,,,,,,
3595,Molten Cog,texture,low,,,,,,,molten_lotella_cod,molten_magma_rod,special,,,,,,
3596,Choir Bell,texture,no_match,,,,,,,,,pending,,,,,,
3597,Siege Core,texture,no_match,,,,,,,,,pending,,,,,,
3598,Flywheel,texture,no_match,,,,,,,,,pending,,,,,,
3599,Radiant Spark,texture,no_match,,,,,,,,,pending,,,,,,
3600,Brood Sac,texture,no_match,,,,,,,,,pending,,,,,,
3601,Bandolier,texture,no_match,,,,,,,,,pending,,,,,,
3602,Name Tag,3d_model,high (exact),,,,,,Name Tag,,,resolved,,,,,,Name Tag
3603,Book,3d_model,high (exact),,,,,,Book,,,resolved,,,,,,Book
3604,Empty Bottle,3d_model,high (exact),,,,,,Empty Bottle,,,resolved,,,,,,Empty Bottle
3605,Water Bottle,3d_model,high (exact),,,,,,Water Bottle,,,resolved,,,,,,Water Bottle
3606,Slowness Potion,3d_model,high (exact),,,,,,Slowness Potion,,,resolved,,,,,,Slowness Potion
3607,Slowness Potion II,texture,low,,,,,,,slowness_potion,splash_slowness_potion,special,,,,,,
3608,Splash Slowness Potion,3d_model,high (exact),,,,,,Splash Slowness Potion,,,special,,,,,,
3609,Splash Slowness Potion II,texture,low,,,,,,,splash_slowness_potion,slowness_potion,special,,,,,,
3610,Arrow of Slowness,3d_model,high (exact),,,,,,Arrow of Slowness,,,resolved,,,,,,Arrow of Slowness
3611,Poison Potion,3d_model,high (exact),,,,,,Poison Potion,,,resolved,,,,,,Poison Potion
3612,Poison Potion II,texture,low,,,,,,,poison,potion,special,,,,,,
3613,Splash Poison Potion,3d_model,high (exact),,,,,,Splash Poison Potion,,,resolved,,,,,,Splash Poison Potion
3614,Splash Poison Potion II,texture,low,,,,,,,splash_poison,splash_defense_potion,special,,,,,,
3615,Arrow of Poison,3d_model,high (exact),,,,,,Arrow of Poison,,,resolved,,,,,,Arrow of Poison
3616,Weakness Potion,3d_model,high (exact),,,,,,Weakness Potion,,,resolved,,,,,,Weakness Potion
3617,Weakness Potion II,texture,low,,,,,,,weakness_potion,splash_weakness_potion,special,,,,,,
3618,Splash Weakness Potion,3d_model,high (exact),,,,,,Splash Weakness Potion,,,special,,,,,,
3619,Splash Weakness Potion II,texture,low,,,,,,,splash_weakness_potion,weakness_potion,resolved,,,,,,
3620,Arrow of Weakness,3d_model,high (exact),,,,,,Arrow of Weakness,,,resolved,,,,,,Arrow of Weakness
3621,Instant Damage Potion,3d_model,high (exact),,,,,,Instant Damage Potion,,,resolved,,,,,,Instant Damage Potion
3622,Instant Damage Potion II,texture,low,,,,,,,instant_damage_potion,splash_instant_damage_potion,special,,,,,,
3623,Splash Instant Damage Potion,3d_model,high (exact),,,,,,Splash Instant Damage Potion,,,resolved,,,,,,Splash Instant Damage Potion
3624,Splash Instant Damage Potion II,texture,low,,,,,,,splash_instant_damage_potion,instant_damage_potion,special,,,,,,
3625,Arrow of Instant Damage,3d_model,high (exact),,,,,,Arrow of Instant Damage,,,resolved,,,,,,Arrow of Instant Damage
3626,Milk Potion,3d_model,high (exact),,,,,,Milk Potion,,,resolved,,,,,,Milk Potion
3627,Splash Milk Potion,3d_model,high (exact),,,,,,Splash Milk Potion,,,resolved,,,,,,Splash Milk Potion
3628,Arrow of Milk,3d_model,high (exact),,,,,,Arrow of Milk,,,resolved,,,,,,Arrow of Milk
3629,Speed Potion,3d_model,high (exact),,,,,,Speed Potion,,,resolved,,,,,,Speed Potion
3630,Speed Potion II,3d_model,high (exact),,,,,,Speed Potion II,,,resolved,,,,,,Speed Potion II
3631,Splash Speed Potion,3d_model,high (exact),,,,,,Splash Speed Potion,,,resolved,,,,,,Splash Speed Potion
3632,Splash Speed Potion II,texture,low,,,,,,,splash_speed_potion,speed_potion,special,,,,,,
3633,Arrow of Speed,3d_model,high (exact),,,,,,Arrow of Speed,,,resolved,,,,,,Arrow of Speed
3634,Defense Potion,3d_model,high (exact),,,,,,Defense Potion,,,resolved,,,,,,Defense Potion
3635,Defense Potion II,texture,low,,,,,,,defense_potion,splash_defense_potion,special,,,,,,
3636,Splash Defense Potion,3d_model,high (exact),,,,,,Splash Defense Potion,,,resolved,,,,,,Splash Defense Potion
3637,Splash Defense Potion II,texture,low,,,,,,,splash_defense_potion,defense_potion,special,,,,,,
3638,Arrow of Defense,3d_model,high (exact),,,,,,Arrow of Defense,,,resolved,,,,,,Arrow of Defense
3639,Strength Potion,3d_model,high (exact),,,,,,Strength Potion,,,resolved,,,,,,Strength Potion
3640,Strength Potion II,texture,low,,,,,,,strength_potion,splash_strength_potion,special,,,,,,
3641,Splash Strength Potion,3d_model,high (exact),,,,,,Splash Strength Potion,,,resolved,,,,,,Splash Strength Potion
3642,Splash Strength Potion II,texture,low,,,,,,,splash_strength_potion,strength_potion,special,,,,,,
3643,Arrow of Strength,3d_model,high (exact),,,,,,Arrow of Strength,,,resolved,,,,,,Arrow of Strength
3644,Invisibility Potion,3d_model,high (exact),,,,,,Invisibility Potion,,,resolved,,,,,,Invisibility Potion
3645,Splash Invisibility Potion,3d_model,high (exact),,,,,,Splash Invisibility Potion,,,resolved,,,,,,Splash Invisibility Potion
3646,Arrow of Invisibility,3d_model,high (exact),,,,,,Arrow of Invisibility,,,resolved,,,,,,Arrow of Invisibility
3647,Jump Potion,3d_model,high (exact),,,,,,Jump Potion,,,resolved,,,,,,Jump Potion
3648,Jump Potion II,texture,low,,,,,,,jump_potion,double_jump_potion,special,,,,,,
3649,Splash Jump Potion,3d_model,high (exact),,,,,,Splash Jump Potion,,,resolved,,,,,,Splash Jump Potion
3650,Splash Jump Potion II,texture,low,,,,,,,splash_jump_potion,splash_double_jump_potion,special,,,,,,
3651,Arrow of Jumping,3d_model,high (exact),,,,,,Arrow of Jumping,,,resolved,,,,,,Arrow of Jumping
3652,Knockback Potion,3d_model,high (exact),,,,,,Knockback Potion,,,resolved,,,,,,Knockback Potion
3653,Splash Knockback Potion,3d_model,high (exact),,,,,,Splash Knockback Potion,,,resolved,,,,,,Splash Knockback Potion
3654,Splash Knockback Potion II,texture,low,,,,,,,splash_knockback_potion,knockback_potion,special,,,,,,
3655,Arrow of Knockback,3d_model,high (exact),,,,,,Arrow of Knockback,,,resolved,,,,,,Arrow of Knockback
3656,Regeneration Potion,3d_model,high (exact),,,,,,Regeneration Potion,,,resolved,,,,,,Regeneration Potion
3657,Regeneration Potion II,texture,low,,,,,,,potion,chaos_potion,special,,,,,,
3658,Splash Regeneration Potion,3d_model,high (exact),,,,,,Splash Regeneration Potion,,,resolved,,,,,,Splash Regeneration Potion
3659,Splash Regeneration Potion II,texture,low,,,,,,,splash_defense_potion,splash_haste_potion,special,,,,,,
3660,Arrow of Regeneration,3d_model,high (exact),,,,,,Arrow of Regeneration,,,resolved,,,,,,Arrow of Regeneration
3661,Instant Healing Potion,3d_model,high (exact),,,,,,Instant Healing Potion,,,resolved,,,,,,Instant Healing Potion
3662,Instant Healing Potion II,texture,low,,,,,,,instant_damage_potion,splash_instant_damage_potion,special,,,,,,
3663,Splash Instant Healing Potion,3d_model,high (exact),,,,,,Splash Instant Healing Potion,,,resolved,,,,,,Splash Instant Healing Potion
3664,Splash Instant Healing Potion II,texture,low,,,,,,,splash_instant_damage_potion,instant_damage_potion,special,,,,,,
3665,Arrow of Instant Healing,3d_model,high (exact),,,,,,Arrow of Instant Healing,,,resolved,,,,,,Arrow of Instant Healing
3666,Haste Potion,3d_model,high (exact),,,,,,Haste Potion,,,resolved,,,,,,Haste Potion
3667,Haste Potion II,3d_model,high (exact),,,,,,Haste Potion II,,,resolved,,,,,,Haste Potion II
3668,Splash Haste Potion,3d_model,high (exact),,,,,,Splash Haste Potion,,,resolved,,,,,,Splash Haste Potion
3669,Splash Haste Potion II,3d_model,high (exact),,,,,,Splash Haste Potion II,,,resolved,,,,,,Splash Haste Potion II
3670,Arrow of Haste,3d_model,high (exact),,,,,,Arrow of Haste,,,resolved,,,,,,Arrow of Haste
3671,Shield Potion,3d_model,high (exact),,,,,,Shield Potion,,,resolved,,,,,,Shield Potion
3672,Shield Potion II,texture,low,,,,,,,shield_potion,splash_shield_potion,special,,,,,,
3673,Splash Shield Potion,3d_model,high (exact),,,,,,Splash Shield Potion,,,resolved,,,,,,Splash Shield Potion
3674,Splash Shield Potion II,texture,low,,,,,,,splash_shield_potion,shield_potion,special,,,,,,
3675,Arrow of Shield,3d_model,high (exact),,,,,,Arrow of Shield,,,resolved,,,,,,Arrow of Shield
3676,Double Jump Potion,3d_model,high (exact),,,,,,Double Jump Potion,,,resolved,,,,,,Double Jump Potion
3677,Splash Double Jump Potion,3d_model,high (exact),,,,,,Splash Double Jump Potion,,,resolved,,,,,,Splash Double Jump Potion
3678,Arrow of Double Jump,3d_model,high (exact),,,,,,Arrow of Double Jump,,,resolved,,,,,,Arrow of Double Jump
3679,Heat Resistance Potion,3d_model,high (exact),,,,,,Heat Resistance Potion,,,resolved,,,,,,Heat Resistance Potion
3680,Splash Heat Resistance Potion,3d_model,high (exact),,,,,,Splash Heat Resistance Potion,,,resolved,,,,,,Splash Heat Resistance Potion
3681,Arrow of Heat Resistance,3d_model,high (exact),,,,,,Arrow of Heat Resistance,,,resolved,,,,,,Arrow of Heat Resistance
